,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
48,-0.30815524,0.56126806,-1.180946088,1.638074059,0.250274774,1.030028441,0.225612986,0.610687171,0.179621686,-0.889357435,-0.931122557,5
49,1.151447782,-0.613048319,1.580247474,1.34307593,-0.543516779,-1.515159788,-1.579964039,0.209567014,-1.933296572,-0.02426354,-0.809816939,5
50,-0.444774293,0.619983879,-0.764162154,2.346625322,1.463737123,2.477248199,1.814988071,0.897201568,-0.383823182,0.980111421,-1.054998191,5
51,-0.24117077,0.385120603,-0.451574204,0.136149291,-0.185468565,0.358347547,0.512543857,0.438778532,0.813497164,-0.352583866,-0.348580957,6
52,-0.585086197,-0.789195776,0.225699689,0.283881609,-0.301576773,-0.576992247,0.259285341,-0.306158902,0.672635947,-0.79580162,-1.054998191,6
53,0.385036183,-0.730479957,0.694581615,-0.023627068,-0.016913331,0.543283761,0.451709896,0.72529293,0.883927772,0.054558409,-1.310837507,5
54,-0.30815524,0.972278793,1.16346354,-0.831287222,1.617870025,0.630907461,1.852149515,0.037658376,-0.735976225,0.57407074,-1.181537138,6
55,-0.444774293,-0.02589013,-0.555770187,-0.597553486,0.301799633,-0.178357713,-0.142371244,0.037658376,0.461344121,-0.104346694,-0.931122557,5
56,-0.802931771,1.236499978,-1.128848096,-0.387655226,0.091937333,-0.060475795,0.512543857,-0.076947383,0.531774729,-0.525190293,-0.574564847,5
57,-0.656690427,1.177784159,-1.128848096,2.134097839,0.352721848,-1.515159788,-1.490428721,-0.306158902,0.672635947,-2.424570136,0.568584239,5
58,-0.656690427,1.177784159,-1.128848096,2.134097839,0.352721848,-1.515159788,-1.490428721,-0.306158902,0.672635947,-2.424570136,0.568584239,5
59,-0.444774293,-0.02589013,-0.816260146,-1.745461684,-0.016913331,-0.30298468,0.012308038,0.037658376,0.743066555,-0.438143049,-0.809816939,6
60,-1.10838601,1.060352521,-1.024652113,-1.395317338,-0.185468565,-1.077727368,-1.178570318,-0.306158902,0.883927772,-0.438143049,0.377587446,5
61,0.671917149,-1.200206509,1.580247474,-0.387655226,-0.301576773,1.17471402,0.822768021,0.094961255,-0.242961965,1.108454103,0.377587446,5
62,-0.109740348,1.060352521,-1.128848096,-0.597553486,-0.301576773,-0.729488027,-0.918263991,-0.306158902,0.179621686,2.031538107,0.179644616,7
63,-0.30815524,0.619983879,-0.972554121,-0.597553486,-0.185468565,0.158273959,-0.491352025,-0.019644504,0.038760469,-0.79580162,-0.931122557,5
64,-0.30815524,0.854847155,-0.191084245,-0.19740545,0.452813608,0.358347547,1.541326759,-0.306158902,0.038760469,-1.385316355,-0.931122557,5
65,-0.30815524,0.972278793,-0.243182237,-0.597553486,0.250274774,0.452529006,1.500101707,-0.363461781,-0.031670139,-1.385316355,-0.931122557,5
66,0.081369248,0.884205064,-0.03479027,-0.19740545,0.250274774,-0.30298468,0.156741233,0.496081412,-0.031670139,-0.889357435,-1.310837507,5
67,0.890527319,-1.200206509,1.423953499,0.421148784,0.739981393,1.244386815,1.26222807,0.954504448,-0.242961965,1.295000802,-0.809816939,5
68,0.385036183,-0.671764138,1.944933417,-0.023627068,0.693416245,-0.576992247,0.121502261,1.069110207,1.588233858,0.208573341,0.179644616,5
69,0.385036183,-0.671764138,1.944933417,-0.023627068,0.693416245,-0.576992247,0.121502261,1.069110207,1.588233858,0.208573341,0.179644616,6
70,-0.95341258,1.530079073,-1.389338055,0.283881609,1.180133644,0.051505712,-0.353296936,-0.076947383,1.447372641,-0.703962523,0.377587446,6
71,-1.030321014,1.324573706,-0.764162154,-0.387655226,0.352721848,-0.178357713,1.193734763,-0.53537042,0.461344121,-0.984695372,-0.238874643,5
72,0.081369248,0.590625969,-0.34737822,-1.745461684,0.037852168,1.17471402,1.978833576,0.266869894,-1.088129268,2.855485989,-1.443002545,5
73,-1.432943213,-0.436900862,-0.34737822,-1.395317338,-0.606162461,-1.791557536,-1.178570318,-0.53537042,0.672635947,-0.613778275,-1.310837507,4
74,-0.514456204,-0.143321767,1.059267557,-0.387655226,0.352721848,0.715656943,1.02697282,0.152264135,0.320482904,-0.525190293,-1.443002545,5
75,-1.34988185,-1.317638147,1.111365549,-0.831287222,-0.606162461,0.452529006,0.714329041,-0.47806754,0.883927772,1.044694128,-0.025683157,5
76,-0.877626936,0.150257327,-0.607868179,-0.023627068,-0.185468565,0.543283761,0.049309555,-0.363461781,0.672635947,-0.352583866,-0.238874643,5
77,-0.30815524,-0.202037586,-0.03479027,-0.597553486,-1.071897651,-0.576992247,-0.309333351,-0.076947383,0.531774729,0.054558409,-0.809816939,6
78,0.671917149,-0.789195776,0.902973582,-0.19740545,1.30394672,1.630983302,2.083521852,0.610687171,-1.228990486,3.283532194,-0.931122557,5
79,-0.802931771,0.56126806,-0.972554121,-0.831287222,-0.185468565,-0.729488027,-0.640052098,0.610687171,1.165650207,-0.889357435,-1.578140984,4
80,-0.175039629,-0.02589013,-0.03479027,-0.597553486,-0.016913331,2.081164931,2.331345869,-0.191553142,-0.595115008,-0.79580162,-0.931122557,5
81,-0.30815524,-0.202037586,-0.03479027,-0.597553486,-1.071897651,-0.576992247,-0.309333351,-0.076947383,0.531774729,0.054558409,-0.809816939,
82,-2.549634655,2.909900818,-1.180946088,-2.163684544,-2.467168116,2.028210206,1.306978092,-1.68142801,3.067276639,-1.385316355,0.179644616,5
83,-0.95341258,1.471363254,-1.389338055,0.988884781,1.095591186,-0.729488027,-0.692363442,-0.134250263,0.954358381,-0.613778275,0.377587446,
84,-0.802931771,-0.143321767,-0.086888261,-0.387655226,-0.543516779,-1.791557536,-0.746213903,-0.248856022,-0.454253791,-0.02426354,-1.310837507,6
85,-0.376015349,2.205310991,-1.076750105,0.421148784,-0.016913331,-1.281752422,-1.579964039,-0.019644504,0.531774729,-0.613778275,-0.574564847,5
86,-0.045252259,0.120899418,-0.451574204,-0.597553486,0.037852168,-0.060475795,-0.142371244,0.266869894,-0.102100748,-0.352583866,-1.578140984,
87,0.081369248,0.502552241,0.173601697,-0.19740545,0.250274774,-0.30298468,0.389295394,0.266869894,0.602205338,-0.18573207,-0.131264329,5
88,-0.24117077,-0.143321767,0.173601697,-0.597553486,-0.24313563,-0.729488027,-0.746213903,-0.47806754,-0.031670139,-0.613778275,0.077932783,5
89,-0.045252259,0.120899418,-0.451574204,-0.597553486,0.037852168,-0.060475795,-0.142371244,0.266869894,-0.102100748,-0.352583866,-1.578140984,5
90,-0.045252259,0.297046875,-0.243182237,-0.19740545,-0.128555339,-0.178357713,0.822768021,-0.019644504,-0.172531357,-1.081884646,-1.310837507,5
91,-0.656690427,-0.202037586,-0.138986253,-0.023627068,-0.543516779,-1.281752422,-0.102639732,-0.420764661,0.109191078,-1.385316355,-1.054998191,
92,-0.045252259,0.297046875,-0.243182237,-0.19740545,-0.128555339,-0.178357713,0.822768021,-0.019644504,-0.172531357,-1.081884646,-1.310837507,
93,-1.432943213,0.619983879,0.225699689,-1.094539622,0.452813608,0.158273959,0.796084914,0.094961255,1.02478899,1.108454103,-1.181537138,5
94,-0.109740348,-1.14149069,1.371855507,0.421148784,0.598764697,0.452529006,1.193734763,0.496081412,0.390913512,1.171412045,-0.809816939,4
95,-0.045252259,1.530079073,1.319757516,-0.387655226,1.875131335,1.807331549,2.532169474,0.094961255,-0.735976225,0.431058429,-1.181537138,
96,-0.24117077,0.208973146,-0.399476212,-0.831287222,1.180133644,-0.178357713,0.29247316,-0.191553142,-0.876837443,1.925042806,-0.931122557,5
97,0.143540343,0.56126806,-0.920456129,-0.023627068,0.250274774,-0.30298468,1.777373411,-0.191553142,-1.158559877,0.208573341,-0.574564847,5
98,0.143540343,0.443836422,-0.868358138,-0.023627068,0.301799633,0.051505712,1.833624592,-0.191553142,-1.158559877,0.208573341,-0.574564847,5
99,1.1003023,-1.258922328,0.902973582,0.136149291,0.037852168,0.797756908,0.259285341,1.183715966,0.038760469,0.283839276,-0.690992552,6
100,-0.24117077,0.208973146,-0.399476212,-0.831287222,1.180133644,-0.178357713,0.29247316,-0.191553142,-0.876837443,1.925042806,-0.931122557,6
101,0.727438795,-0.730479957,0.225699689,-0.023627068,0.550655922,-0.060475795,0.741873016,-0.076947383,-1.722004746,-0.02426354,0.179644616,6
102,0.081369248,0.091541508,0.069405714,-0.597553486,-0.128555339,-0.30298468,0.049309555,0.610687171,0.531774729,-0.18573207,-0.348580957,6
103,-0.24117077,0.208973146,-0.764162154,-0.387655226,0.145358859,-0.895284647,-0.444246031,0.152264135,0.390913512,-1.180998584,-1.054998191,5
104,0.385036183,0.150257327,-1.180946088,-0.023627068,1.766732381,0.051505712,0.571893691,-0.306158902,-0.735976225,-0.26846272,0.568584239,5
105,-0.802931771,0.972278793,-0.972554121,-0.831287222,0.876761221,0.797756908,1.394414917,-0.47806754,0.179621686,-0.79580162,-1.310837507,5
106,0.385036183,0.150257327,-1.180946088,-0.023627068,1.766732381,0.051505712,0.571893691,-0.306158902,-0.735976225,-0.26846272,0.568584239,
107,-0.585086197,1.001636702,-1.389338055,0.421148784,-0.24313563,-1.791557536,-1.326467709,0.72529293,1.236080815,-0.984695372,-1.310837507,5
108,-0.109740348,1.089710431,-1.389338055,0.54924256,0.037852168,-0.30298468,-0.182866941,0.496081412,0.883927772,-0.889357435,-0.931122557,6
109,-0.24117077,-0.143321767,-0.503672195,-1.395317338,0.145358859,0.715656943,1.661665753,-0.420764661,0.531774729,-1.385316355,-0.931122557,5
110,0.501697821,0.56126806,-1.180946088,-0.597553486,2.65701098,1.17471402,1.415863167,0.954504448,-1.088129268,0.50307536,-1.054998191,5
111,-0.109740348,0.385120603,-0.555770187,-0.831287222,-0.866168051,-1.791557536,-1.109525042,-0.306158902,0.743066555,1.870933194,0.179644616,5
112,-1.517355225,-0.847911595,-0.607868179,-0.831287222,-0.420866421,-1.077727368,-0.918263991,-0.707279058,0.743066555,-0.525190293,-1.054998191,5
113,-0.109740348,1.295215797,1.528149483,-0.387655226,1.729991236,1.378906377,2.234448016,0.037658376,-0.5246844,0.208573341,-1.054998191,6
114,-1.961320019,-0.143321767,-0.920456129,0.136149291,-2.096408069,0.358347547,1.602104132,-1.738730889,2.222109336,-0.02426354,2.23978582,5
115,-1.961320019,-0.143321767,-0.920456129,0.136149291,-2.096408069,0.358347547,1.602104132,-1.738730889,2.222109336,-0.02426354,2.23978582,6
116,-1.10838601,-0.143321767,-1.337240063,-1.745461684,-1.214657974,0.358347547,-0.539635972,-0.879187697,0.602205338,-0.438143049,-0.574564847,6
117,-0.175039629,3.027332456,-1.128848096,-0.023627068,0.250274774,-0.060475795,-0.398248672,-0.47806754,-0.665545617,-0.703962523,-0.460453258,6
118,0.143540343,1.295215797,-0.816260146,-0.597553486,0.550655922,0.260396363,0.769122389,-0.134250263,-0.876837443,1.295000802,-0.809816939,6
119,0.081369248,1.11906834,-0.607868179,-0.831287222,0.502009609,-0.435413174,0.451709896,0.037658376,-0.595115008,0.980111421,-0.931122557,6
120,-0.656690427,-0.642406229,0.486189648,-0.387655226,0.091937333,-0.060475795,0.225612986,0.266869894,1.165650207,0.054558409,-1.310837507,
121,-0.24117077,0.208973146,-0.399476212,-0.19740545,0.091937333,0.158273959,1.720070654,-0.306158902,0.109191078,-0.79580162,-0.931122557,6
122,-0.24117077,0.208973146,-0.399476212,-0.387655226,0.091937333,0.358347547,1.777373411,-0.306158902,0.038760469,-0.79580162,-0.931122557,5
123,0.143540343,1.295215797,-0.816260146,-0.597553486,0.550655922,0.260396363,0.769122389,-0.134250263,-0.876837443,1.295000802,-0.809816939,5
124,0.081369248,1.11906834,-0.607868179,-0.831287222,0.502009609,-0.435413174,0.451709896,0.037658376,-0.595115008,0.980111421,-0.931122557,5
125,-1.34988185,-0.789195776,-0.972554121,-1.094539622,-0.799696534,-1.791557536,-0.859021334,-0.764581938,0.179621686,-0.438143049,-1.054998191,5
126,-0.045252259,0.854847155,1.476051491,-0.831287222,1.692937398,1.507572544,2.347224809,0.037658376,-1.01769866,-0.104346694,-1.054998191,
127,-1.779153103,0.913562974,-1.285142072,-0.831287222,0.403055354,0.715656943,1.500101707,-1.337610733,1.588233858,-0.984695372,-0.348580957,
128,-0.877626936,-0.202037586,-0.868358138,0.136149291,-0.301576773,-0.178357713,-0.353296936,-0.47806754,0.743066555,-0.438143049,-0.131264329,7
129,0.018444545,-0.730479957,0.902973582,0.782016759,0.502009609,-0.30298468,0.156741233,0.438778532,1.51780325,-0.18573207,0.179644616,5
130,-0.585086197,-1.14149069,1.059267557,-0.19740545,-0.128555339,-1.281752422,-1.490428721,-0.53537042,0.109191078,-0.889357435,-0.025683157,5
131,-0.444774293,0.443836422,-1.23304408,-0.831287222,0.786053778,1.030028441,1.602104132,-0.993793456,0.250052295,-0.79580162,-0.238874643,5
132,-0.444774293,0.443836422,-1.23304408,-0.831287222,0.786053778,1.030028441,1.602104132,-0.993793456,0.250052295,-0.79580162,-0.238874643,5
133,-0.729296148,-0.5543325,0.798777598,2.514456549,-0.543516779,1.312419867,2.151465496,0.324172773,0.743066555,0.644073145,0.179644616,6
134,-0.729296148,-0.5543325,0.798777598,2.514456549,-0.481759718,1.244386815,2.134612757,0.324172773,0.743066555,0.57407074,0.179644616,6
135,-0.729296148,-0.5543325,0.798777598,2.514456549,-0.543516779,1.312419867,2.151465496,0.324172773,0.743066555,0.644073145,0.179644616,5
136,-0.729296148,-0.5543325,0.798777598,2.514456549,-0.481759718,1.244386815,2.134612757,0.324172773,0.743066555,0.57407074,0.179644616,5
137,-0.729296148,0.913562974,-1.389338055,-0.023627068,-0.360813058,-0.178357713,-0.746213903,0.094961255,1.165650207,-1.180998584,-1.181537138,5
138,-0.95341258,0.443836422,-0.451574204,-0.597553486,-0.016913331,0.452529006,1.329090195,0.037658376,1.940386901,-0.525190293,-1.181537138,5
139,-0.376015349,2.498890086,-1.23304408,-0.387655226,0.550655922,-0.895284647,-0.859021334,-0.47806754,-0.806406834,-0.613778275,-0.809816939,5
140,-0.376015349,0.913562974,-1.285142072,-2.682543342,-0.420866421,-0.576992247,-0.859021334,-0.134250263,-1.01769866,2.673462644,-1.310837507,5
141,-0.24117077,0.032825689,-1.180946088,-1.094539622,-0.185468565,0.358347547,-0.309333351,-0.191553142,0.109191078,-0.613778275,-0.348580957,5
142,-0.24117077,0.619983879,1.111365549,-1.094539622,1.009374512,0.051505712,1.541326759,-0.363461781,-0.876837443,-0.104346694,-0.931122557,
143,-0.95341258,0.678699698,-0.868358138,-0.19740545,0.301799633,0.452529006,1.641943223,-0.649976179,0.179621686,-0.984695372,-0.131264329,5
144,-0.585086197,0.150257327,-1.23304408,-1.395317338,-0.420866421,0.358347547,0.121502261,-0.649976179,0.390913512,-1.385316355,-1.578140984,
145,-0.95341258,0.619983879,-1.024652113,-0.19740545,0.502009609,-0.30298468,0.191438012,-0.821884817,1.095219598,-0.703962523,0.077932783,5
146,-0.175039629,2.117237262,-1.23304408,-0.831287222,-1.362258542,-1.515159788,-1.778788963,0.266869894,0.320482904,-3.260690923,-1.443002545,5
147,-0.109740348,-0.613048319,-0.503672195,-0.387655226,-0.360813058,-1.077727368,-0.979623563,0.266869894,-0.172531357,-0.18573207,-1.310837507,
148,-0.109740348,-0.613048319,-0.503672195,-0.387655226,-0.360813058,-1.077727368,-0.979623563,0.266869894,-0.172531357,-0.18573207,-1.310837507,6
149,-0.514456204,0.56126806,-1.128848096,-0.597553486,-0.66972271,0.954777047,0.121502261,-0.363461781,0.743066555,-0.525190293,1.103773353,6
150,-0.585086197,-0.847911595,-0.295280228,-0.387655226,0.037852168,-0.895284647,-0.142371244,-0.363461781,0.109191078,-1.490690571,-0.931122557,6
151,-0.877626936,-0.143321767,-1.180946088,-1.745461684,0.301799633,0.543283761,0.3574625,-0.53537042,0.250052295,1.044694128,-0.931122557,
152,-0.585086197,-0.847911595,-0.295280228,-0.387655226,0.037852168,-0.895284647,-0.142371244,-0.363461781,0.109191078,-1.490690571,-0.931122557,5
153,-0.444774293,-0.02589013,0.798777598,0.136149291,0.403055354,-0.729488027,-0.025331515,0.266869894,1.869956293,-0.18573207,0.179644616,5
154,-0.802931771,1.647510711,-1.389338055,0.421148784,-0.66972271,-0.895284647,-0.859021334,0.094961255,1.165650207,-0.613778275,-0.809816939,5
155,0.385036183,0.502552241,-0.659966171,0.283881609,-0.734224627,-0.435413174,0.121502261,0.094961255,-0.876837443,-0.352583866,-0.931122557,5
156,0.385036183,0.502552241,-0.659966171,0.283881609,-0.734224627,-0.435413174,0.121502261,0.094961255,-0.876837443,-0.352583866,-0.931122557,5
157,-0.656690427,1.207142069,-1.285142072,0.421148784,-0.185468565,0.260396363,0.121502261,0.266869894,0.883927772,-0.984695372,-1.181537138,5
158,-0.95341258,0.502552241,-0.34737822,-0.831287222,-0.128555339,-0.30298468,0.822768021,0.209567014,1.588233858,-0.438143049,-1.181537138,5
159,-1.030321014,0.56126806,-0.295280228,-0.597553486,-0.016913331,-0.729488027,0.741873016,0.152264135,1.447372641,-0.438143049,-1.181537138,6
160,0.44369471,-1.258922328,1.580247474,-0.387655226,1.463737123,1.103298956,1.306978092,0.209567014,-0.383823182,-0.889357435,-0.690992552,5
161,-0.514456204,-0.789195776,1.111365549,-0.387655226,0.145358859,0.051505712,0.875324212,0.266869894,0.179621686,-0.703962523,-1.310837507,4
162,-0.30815524,1.060352521,-0.868358138,0.54924256,0.250274774,-0.576992247,-0.539635972,0.496081412,0.531774729,-1.28211496,-0.690992552,6
163,-0.175039629,-0.143321767,0.329895673,-0.387655226,0.250274774,0.158273959,2.378758863,0.037658376,-0.806406834,-0.703962523,-0.931122557,
164,-0.175039629,-0.202037586,0.277797681,-0.597553486,0.145358859,0.358347547,2.394415714,0.037658376,-0.806406834,-0.703962523,-0.931122557,
165,0.018444545,-0.143321767,0.434091656,0.888351712,-0.128555339,0.715656943,2.117672012,0.496081412,-0.595115008,-0.104346694,-1.054998191,5
166,-1.268128595,-0.906627414,-0.086888261,-0.597553486,-0.301576773,0.715656943,0.3574625,0.381475653,1.799525684,-0.104346694,-0.574564847,5
167,-0.95341258,0.619983879,-0.764162154,1.638074059,0.965617362,0.260396363,2.100642105,0.094961255,-0.242961965,-0.18573207,-0.931122557,4
168,-0.376015349,0.150257327,-0.295280228,-0.023627068,-0.481759718,-0.895284647,-0.444246031,-0.191553142,-0.242961965,-0.703962523,-0.690992552,6
169,-0.376015349,0.150257327,-0.295280228,-0.023627068,-0.481759718,-0.895284647,-0.444246031,-0.191553142,-0.242961965,-0.703962523,-0.690992552,
170,-0.24117077,0.385120603,0.329895673,-0.387655226,-0.301576773,0.954777047,1.996522205,0.037658376,-0.454253791,-0.79580162,-1.054998191,4
171,-0.585086197,0.326404784,0.173601697,0.283881609,-0.301576773,0.158273959,0.542398633,0.037658376,1.02478899,-0.352583866,-0.131264329,6
172,1.774183505,-1.317638147,1.73654145,-0.387655226,-0.734224627,-0.178357713,-0.491352025,0.782595809,-1.440282312,2.135814595,-0.238874643,6
173,-2.15011262,1.823658168,-0.972554121,-3.368152469,-2.371476357,-0.060475795,1.479269628,-2.483668323,1.799525684,1.474843754,2.23978582,6
174,0.836731766,-1.200206509,1.059267557,-2.163684544,-1.515039122,-0.576992247,-0.640052098,0.123612695,-0.665545617,1.295000802,-0.025683157,5
175,0.385036183,-0.906627414,1.111365549,-0.19740545,0.876761221,1.91965965,2.410000246,0.438778532,-1.933296572,2.436210156,-1.181537138,5
176,-0.95341258,-0.143321767,-0.816260146,-1.745461684,-0.24313563,0.260396363,0.3574625,-0.735930498,0.320482904,1.108454103,-0.931122557,5
177,-0.802931771,-0.613048319,0.434091656,-1.395317338,0.452813608,0.260396363,0.012308038,-0.363461781,0.179621686,-0.703962523,-1.310837507,6
178,-0.802931771,-0.5543325,0.486189648,-1.395317338,0.502009609,0.051505712,-0.063637341,-0.334810341,0.179621686,-0.613778275,-1.310837507,5
179,2.330153959,-1.317638147,2.465913334,0.54924256,0.786053778,-0.576992247,-0.444246031,1.527533243,-0.806406834,0.980111421,0.473928105,5
180,2.330153959,-1.317638147,2.465913334,0.54924256,0.786053778,-0.576992247,-0.444246031,1.527533243,-0.806406834,0.980111421,0.473928105,5
181,-0.24117077,0.267688965,0.225699689,-0.831287222,-0.606162461,1.103298956,1.996522205,-0.277507462,-0.172531357,-0.889357435,-1.181537138,
